region_type,state,country,percent_yoy_change,date
states,Kentucky,United States,-8,2020-02-27
states,Kentucky,United States,0,2020-02-28
states,Kentucky,United States,17,2020-02-29
states,Kentucky,United States,19,2020-03-01
states,Kentucky,United States,-5,2020-03-02
states,Kentucky,United States,0,2020-03-03
states,Kentucky,United States,-6,2020-03-04
states,Kentucky,United States,4,2020-03-05
states,Kentucky,United States,-3,2020-03-06
states,Kentucky,United States,1,2020-03-07
states,Kentucky,United States,3,2020-03-08
states,Kentucky,United States,-17,2020-03-09
states,Kentucky,United States,-21,2020-03-10
states,Kentucky,United States,-20,2020-03-11
states,Kentucky,United States,-26,2020-03-12
states,Kentucky,United States,-30,2020-03-13
states,Kentucky,United States,-46,2020-03-14
states,Kentucky,United States,-55,2020-03-15
states,Kentucky,United States,-74,2020-03-16
states,Kentucky,United States,-100,2020-03-17
states,Kentucky,United States,-100,2020-03-18
states,Kentucky,United States,-100,2020-03-19
states,Kentucky,United States,-100,2020-03-20
states,Kentucky,United States,-99,2020-03-21
states,Kentucky,United States,-98,2020-03-22
states,Kentucky,United States,-98,2020-03-23
states,Kentucky,United States,-98,2020-03-24
states,Kentucky,United States,-98,2020-03-25
states,Kentucky,United States,-98,2020-03-26
states,Kentucky,United States,-99,2020-03-27
states,Kentucky,United States,-98,2020-03-28
states,Kentucky,United States,-100,2020-03-29
states,Kentucky,United States,-99,2020-03-30
states,Louisiana,United States,-6,2020-02-18
states,Louisiana,United States,2,2020-02-19
states,Louisiana,United States,9,2020-02-20
states,Louisiana,United States,10,2020-02-21
states,Louisiana,United States,2,2020-02-22
states,Louisiana,United States,11,2020-02-23
states,Louisiana,United States,80,2020-02-24
states,Louisiana,United States,78,2020-02-25
states,Louisiana,United States,4,2020-02-26
states,Louisiana,United States,-15,2020-02-27
states,Louisiana,United States,-10,2020-02-28
states,Louisiana,United States,-1,2020-02-29
states,Louisiana,United States,-19,2020-03-01
states,Louisiana,United States,-42,2020-03-02
states,Louisiana,United States,-53,2020-03-03
states,Louisiana,United States,-25,2020-03-04
states,Louisiana,United States,6,2020-03-05
states,Louisiana,United States,5,2020-03-06
states,Louisiana,United States,5,2020-03-07
states,Louisiana,United States,-2,2020-03-08
states,Louisiana,United States,-8,2020-03-09
states,Louisiana,United States,-13,2020-03-10
states,Louisiana,United States,-16,2020-03-11
states,Louisiana,United States,-23,2020-03-12
states,Louisiana,United States,-28,2020-03-13
states,Louisiana,United States,-34,2020-03-14
states,Louisiana,United States,-50,2020-03-15
states,Louisiana,United States,-55,2020-03-16
states,Louisiana,United States,-100,2020-03-17
states,Louisiana,United States,-100,2020-03-18
states,Louisiana,United States,-100,2020-03-19
states,Louisiana,United States,-100,2020-03-20
states,Louisiana,United States,-100,2020-03-21
states,Louisiana,United States,-100,2020-03-22
states,Louisiana,United States,-100,2020-03-23
states,Louisiana,United States,-100,2020-03-24
states,Louisiana,United States,-100,2020-03-25
states,Louisiana,United States,-100,2020-03-26
states,Louisiana,United States,-100,2020-03-27
states,Louisiana,United States,-100,2020-03-28
states,Louisiana,United States,-100,2020-03-29
states,Louisiana,United States,-100,2020-03-30
states,Maryland,United States,6,2020-02-18
states,Maryland,United States,70,2020-02-19
states,Maryland,United States,4,2020-02-20
states,Maryland,United States,1,2020-02-21
states,Maryland,United States,8,2020-02-22
states,Maryland,United States,8,2020-02-23
states,Maryland,United States,8,2020-02-24
states,Maryland,United States,-3,2020-02-25
states,Maryland,United States,-8,2020-02-26
states,Maryland,United States,-1,2020-02-27
states,Maryland,United States,10,2020-02-28
states,Maryland,United States,0,2020-02-29
states,Maryland,United States,25,2020-03-01
states,Maryland,United States,-5,2020-03-02
states,Maryland,United States,-4,2020-03-03
states,Maryland,United States,11,2020-03-04
states,Maryland,United States,-5,2020-03-05
states,Maryland,United States,2,2020-03-06
states,Maryland,United States,-2,2020-03-07
states,Maryland,United States,-1,2020-03-08
states,Maryland,United States,-6,2020-03-09
states,Maryland,United States,-18,2020-03-10
states,Maryland,United States,-21,2020-03-11
states,Maryland,United States,-33,2020-03-12
states,Maryland,United States,-37,2020-03-13
states,Maryland,United States,-59,2020-03-14
states,Maryland,United States,-67,2020-03-15
states,Maryland,United States,-71,2020-03-16
states,Maryland,United States,-100,2020-03-17
states,Maryland,United States,-100,2020-03-18
states,Maryland,United States,-100,2020-03-19
states,Maryland,United States,-100,2020-03-20
states,Maryland,United States,-100,2020-03-21
states,Maryland,United States,-100,2020-03-22
states,Maryland,United States,-100,2020-03-23
states,Maryland,United States,-100,2020-03-24
states,Maryland,United States,-100,2020-03-25
states,Maryland,United States,-100,2020-03-26
states,Maryland,United States,-100,2020-03-27
states,Maryland,United States,-100,2020-03-28
states,Maryland,United States,-100,2020-03-29
states,Maryland,United States,-100,2020-03-30
states,Massachusetts,United States,0,2020-02-18
states,Massachusetts,United States,7,2020-02-19
states,Massachusetts,United States,5,2020-02-20
states,Massachusetts,United States,-7,2020-02-21
states,Massachusetts,United States,-1,2020-02-22
states,Massachusetts,United States,11,2020-02-23
states,Massachusetts,United States,4,2020-02-24
states,Massachusetts,United States,1,2020-02-25
states,Massachusetts,United States,1,2020-02-26
states,Massachusetts,United States,5,2020-02-27
states,Massachusetts,United States,-2,2020-02-28
states,Massachusetts,United States,26,2020-02-29
states,Massachusetts,United States,-1,2020-03-01
states,Massachusetts,United States,13,2020-03-02
states,Massachusetts,United States,-4,2020-03-03
states,Massachusetts,United States,-5,2020-03-04
states,Massachusetts,United States,4,2020-03-05
states,Massachusetts,United States,-6,2020-03-06
states,Massachusetts,United States,-5,2020-03-07
states,Massachusetts,United States,13,2020-03-08
states,Massachusetts,United States,-13,2020-03-09
states,Massachusetts,United States,-22,2020-03-10
states,Massachusetts,United States,-25,2020-03-11
states,Massachusetts,United States,-41,2020-03-12
states,Massachusetts,United States,-52,2020-03-13
states,Massachusetts,United States,-41,2020-03-14
states,Massachusetts,United States,-53,2020-03-15
states,Massachusetts,United States,-76,2020-03-16
states,Massachusetts,United States,-100,2020-03-17
states,Massachusetts,United States,-100,2020-03-18
states,Massachusetts,United States,-100,2020-03-19
states,Massachusetts,United States,-100,2020-03-20
states,Massachusetts,United States,-100,2020-03-21
states,Massachusetts,United States,-100,2020-03-22
states,Massachusetts,United States,-100,2020-03-23
states,Massachusetts,United States,-100,2020-03-24
states,Massachusetts,United States,-100,2020-03-25
states,Massachusetts,United States,-100,2020-03-26
states,Massachusetts,United States,-100,2020-03-27
states,Massachusetts,United States,-100,2020-03-28
states,Massachusetts,United States,-100,2020-03-29
states,Massachusetts,United States,-100,2020-03-30
states,Mexico City,Mexico,-8,2020-02-18
states,Mexico City,Mexico,-9,2020-02-19
states,Mexico City,Mexico,-1,2020-02-20
states,Mexico City,Mexico,-2,2020-02-21
states,Mexico City,Mexico,0,2020-02-22
states,Mexico City,Mexico,2,2020-02-23
states,Mexico City,Mexico,0,2020-02-24
states,Mexico City,Mexico,-2,2020-02-25
states,Mexico City,Mexico,-10,2020-02-26
states,Mexico City,Mexico,-8,2020-02-27
states,Mexico City,Mexico,-8,2020-02-28
states,Mexico City,Mexico,-9,2020-02-29
states,Mexico City,Mexico,-9,2020-03-01
states,Mexico City,Mexico,-9,2020-03-02
states,Mexico City,Mexico,-9,2020-03-03
states,Mexico City,Mexico,-4,2020-03-04
states,Mexico City,Mexico,-9,2020-03-05
states,Mexico City,Mexico,-8,2020-03-06
states,Mexico City,Mexico,-1,2020-03-07
states,Mexico City,Mexico,-10,2020-03-08
states,Mexico City,Mexico,-29,2020-03-09
states,Mexico City,Mexico,-17,2020-03-10
states,Mexico City,Mexico,-18,2020-03-11
states,Mexico City,Mexico,-16,2020-03-12
states,Mexico City,Mexico,-16,2020-03-13
states,Mexico City,Mexico,-20,2020-03-14
states,Mexico City,Mexico,-36,2020-03-15
states,Mexico City,Mexico,-46,2020-03-16
states,Mexico City,Mexico,-48,2020-03-17
states,Mexico City,Mexico,-67,2020-03-18
states,Mexico City,Mexico,-86,2020-03-19
states,Mexico City,Mexico,-89,2020-03-20
states,Mexico City,Mexico,-93,2020-03-21
states,Mexico City,Mexico,-97,2020-03-22
states,Mexico City,Mexico,-96,2020-03-23
states,Mexico City,Mexico,-96,2020-03-24
states,Mexico City,Mexico,-96,2020-03-25
states,Mexico City,Mexico,-97,2020-03-26
states,Mexico City,Mexico,-97,2020-03-27
states,Mexico City,Mexico,-97,2020-03-28
states,Mexico City,Mexico,-98,2020-03-29
states,Mexico City,Mexico,-97,2020-03-30
states,Michigan,United States,-12,2020-02-18
states,Michigan,United States,0,2020-02-19
states,Michigan,United States,-9,2020-02-20
states,Michigan,United States,-12,2020-02-21
states,Michigan,United States,0,2020-02-22
states,Michigan,United States,18,2020-02-23
states,Michigan,United States,1,2020-02-24
states,Michigan,United States,-8,2020-02-25
states,Michigan,United States,-27,2020-02-26
states,Michigan,United States,-19,2020-02-27
states,Michigan,United States,-12,2020-02-28
states,Michigan,United States,-6,2020-02-29
states,Michigan,United States,-4,2020-03-01
states,Michigan,United States,4,2020-03-02
states,Michigan,United States,-13,2020-03-03
states,Michigan,United States,-1,2020-03-04
states,Michigan,United States,-4,2020-03-05
states,Michigan,United States,-9,2020-03-06
states,Michigan,United States,6,2020-03-07
states,Michigan,United States,1,2020-03-08
states,Michigan,United States,-14,2020-03-09
states,Michigan,United States,-10,2020-03-10
states,Michigan,United States,-18,2020-03-11
states,Michigan,United States,-21,2020-03-12
states,Michigan,United States,-43,2020-03-13
states,Michigan,United States,-49,2020-03-14
states,Michigan,United States,-54,2020-03-15
states,Michigan,United States,-78,2020-03-16
states,Michigan,United States,-100,2020-03-17
states,Michigan,United States,-100,2020-03-18
states,Michigan,United States,-100,2020-03-19
states,Michigan,United States,-100,2020-03-20
states,Michigan,United States,-100,2020-03-21
states,Michigan,United States,-100,2020-03-22
states,Michigan,United States,-100,2020-03-23
states,Michigan,United States,-100,2020-03-24
states,Michigan,United States,-100,2020-03-25
states,Michigan,United States,-100,2020-03-26
states,Michigan,United States,-100,2020-03-27
states,Michigan,United States,-100,2020-03-28
states,Michigan,United States,-100,2020-03-29
states,Michigan,United States,-100,2020-03-30
states,Minnesota,United States,-11,2020-02-18
states,Minnesota,United States,51,2020-02-19
states,Minnesota,United States,-15,2020-02-20
states,Minnesota,United States,-9,2020-02-21
states,Minnesota,United States,17,2020-02-22
states,Minnesota,United States,22,2020-02-23
states,Minnesota,United States,2,2020-02-24
states,Minnesota,United States,19,2020-02-25
states,Minnesota,United States,-1,2020-02-26
states,Minnesota,United States,7,2020-02-27
states,Minnesota,United States,33,2020-02-28
states,Minnesota,United States,1,2020-02-29
states,Minnesota,United States,-1,2020-03-01
states,Minnesota,United States,-9,2020-03-02
states,Minnesota,United States,-2,2020-03-03
states,Minnesota,United States,-3,2020-03-04
states,Minnesota,United States,-17,2020-03-05
states,Minnesota,United States,-12,2020-03-06
states,Minnesota,United States,59,2020-03-07
states,Minnesota,United States,13,2020-03-08
states,Minnesota,United States,-17,2020-03-09
states,Minnesota,United States,-12,2020-03-10
states,Minnesota,United States,-18,2020-03-11
states,Minnesota,United States,-24,2020-03-12
states,Minnesota,United States,-30,2020-03-13
states,Minnesota,United States,-43,2020-03-14
states,Minnesota,United States,-51,2020-03-15
states,Minnesota,United States,-72,2020-03-16
states,Minnesota,United States,-98,2020-03-17
states,Minnesota,United States,-100,2020-03-18
states,Minnesota,United States,-100,2020-03-19
states,Minnesota,United States,-100,2020-03-20
states,Minnesota,United States,-100,2020-03-21
states,Minnesota,United States,-100,2020-03-22
states,Minnesota,United States,-100,2020-03-23
states,Minnesota,United States,-100,2020-03-24
states,Minnesota,United States,-100,2020-03-25
states,Minnesota,United States,-100,2020-03-26
states,Minnesota,United States,-100,2020-03-27
states,Minnesota,United States,-100,2020-03-28
states,Minnesota,United States,-100,2020-03-29
states,Minnesota,United States,-100,2020-03-30
states,Missouri,United States,32,2020-02-18
states,Missouri,United States,17,2020-02-19
states,Missouri,United States,-1,2020-02-20
states,Missouri,United States,3,2020-02-21
states,Missouri,United States,1,2020-02-22
states,Missouri,United States,-3,2020-02-23
states,Missouri,United States,-7,2020-02-24
states,Missouri,United States,-2,2020-02-25
states,Missouri,United States,-11,2020-02-26
states,Missouri,United States,-8,2020-02-27
states,Missouri,United States,-13,2020-02-28
states,Missouri,United States,2,2020-02-29
states,Missouri,United States,72,2020-03-01
states,Missouri,United States,8,2020-03-02
states,Missouri,United States,0,2020-03-03
states,Missouri,United States,-3,2020-03-04
states,Missouri,United States,4,2020-03-05
states,Missouri,United States,0,2020-03-06
states,Missouri,United States,-5,2020-03-07
states,Missouri,United States,-10,2020-03-08
states,Missouri,United States,-13,2020-03-09
states,Missouri,United States,-10,2020-03-10
states,Missouri,United States,-12,2020-03-11
states,Missouri,United States,-25,2020-03-12
states,Missouri,United States,-29,2020-03-13
states,Missouri,United States,-42,2020-03-14
states,Missouri,United States,-45,2020-03-15
states,Missouri,United States,-65,2020-03-16
states,Missouri,United States,-88,2020-03-17
states,Missouri,United States,-90,2020-03-18
states,Missouri,United States,-97,2020-03-19
states,Missouri,United States,-100,2020-03-20
states,Missouri,United States,-100,2020-03-21
states,Missouri,United States,-100,2020-03-22
states,Missouri,United States,-100,2020-03-23
states,Missouri,United States,-100,2020-03-24
states,Missouri,United States,-100,2020-03-25
states,Missouri,United States,-100,2020-03-26
states,Missouri,United States,-100,2020-03-27
states,Missouri,United States,-100,2020-03-28
states,Missouri,United States,-100,2020-03-29
states,Missouri,United States,-100,2020-03-30
states,Nebraska,United States,30,2020-02-18
states,Nebraska,United States,8,2020-02-19
states,Nebraska,United States,6,2020-02-20
states,Nebraska,United States,-1,2020-02-21
states,Nebraska,United States,163,2020-02-22
states,Nebraska,United States,60,2020-02-23
states,Nebraska,United States,4,2020-02-24
states,Nebraska,United States,3,2020-02-25
states,Nebraska,United States,-16,2020-02-26
states,Nebraska,United States,-6,2020-02-27
states,Nebraska,United States,-15,2020-02-28
states,Nebraska,United States,5,2020-02-29
states,Nebraska,United States,-2,2020-03-01
states,Nebraska,United States,16,2020-03-02
states,Nebraska,United States,-14,2020-03-03
states,Nebraska,United States,1,2020-03-04
states,Nebraska,United States,-1,2020-03-05
states,Nebraska,United States,-18,2020-03-06
states,Nebraska,United States,-10,2020-03-07
states,Nebraska,United States,-4,2020-03-08
states,Nebraska,United States,-34,2020-03-09
states,Nebraska,United States,-11,2020-03-10
states,Nebraska,United States,-16,2020-03-11
states,Nebraska,United States,-2,2020-03-12
states,Nebraska,United States,-31,2020-03-13
states,Nebraska,United States,-32,2020-03-14
states,Nebraska,United States,-44,2020-03-15
states,Nebraska,United States,-59,2020-03-16
states,Nebraska,United States,-95,2020-03-17
states,Nebraska,United States,-100,2020-03-18
states,Nebraska,United States,-99,2020-03-19
states,Nebraska,United States,-100,2020-03-20
states,Nebraska,United States,-100,2020-03-21
states,Nebraska,United States,-100,2020-03-22
states,Nebraska,United States,-100,2020-03-23
states,Nebraska,United States,-100,2020-03-24
states,Nebraska,United States,-100,2020-03-25
states,Nebraska,United States,-100,2020-03-26
states,Nebraska,United States,-100,2020-03-27
states,Nebraska,United States,-100,2020-03-28
states,Nebraska,United States,-100,2020-03-29
states,Nebraska,United States,-100,2020-03-30
states,Nevada,United States,-19,2020-02-18
states,Nevada,United States,-18,2020-02-19
states,Nevada,United States,-1,2020-02-20
states,Nevada,United States,1,2020-02-21
states,Nevada,United States,-4,2020-02-22
states,Nevada,United States,8,2020-02-23
states,Nevada,United States,1,2020-02-24
states,Nevada,United States,-1,2020-02-25
states,Nevada,United States,-14,2020-02-26
states,Nevada,United States,-7,2020-02-27
states,Nevada,United States,-6,2020-02-28
states,Nevada,United States,-4,2020-02-29
states,Nevada,United States,-15,2020-03-01
states,Nevada,United States,-28,2020-03-02
states,Nevada,United States,-27,2020-03-03
states,Nevada,United States,-11,2020-03-04
states,Nevada,United States,-10,2020-03-05
states,Nevada,United States,-6,2020-03-06
states,Nevada,United States,-6,2020-03-07
states,Nevada,United States,-7,2020-03-08
states,Nevada,United States,-11,2020-03-09
states,Nevada,United States,-18,2020-03-10
states,Nevada,United States,-12,2020-03-11
states,Nevada,United States,-21,2020-03-12
states,Nevada,United States,-31,2020-03-13
states,Nevada,United States,-40,2020-03-14
states,Nevada,United States,-37,2020-03-15
states,Nevada,United States,-69,2020-03-16
states,Nevada,United States,-94,2020-03-17
states,Nevada,United States,-99,2020-03-18
states,Nevada,United States,-100,2020-03-19
states,Nevada,United States,-100,2020-03-20
states,Nevada,United States,-100,2020-03-21
states,Nevada,United States,-100,2020-03-22
states,Nevada,United States,-100,2020-03-23
states,Nevada,United States,-100,2020-03-24
states,Nevada,United States,-100,2020-03-25
states,Nevada,United States,-100,2020-03-26
states,Nevada,United States,-100,2020-03-27
states,Nevada,United States,-100,2020-03-28
states,Nevada,United States,-100,2020-03-29
states,Nevada,United States,-100,2020-03-30
states,New Jersey,United States,3,2020-02-18
states,New Jersey,United States,70,2020-02-19
states,New Jersey,United States,-4,2020-02-20
states,New Jersey,United States,-2,2020-02-21
states,New Jersey,United States,3,2020-02-22
states,New Jersey,United States,12,2020-02-23
states,New Jersey,United States,6,2020-02-24
states,New Jersey,United States,-7,2020-02-25
states,New Jersey,United States,-9,2020-02-26
states,New Jersey,United States,-8,2020-02-27
states,New Jersey,United States,1,2020-02-28
states,New Jersey,United States,3,2020-02-29
states,New Jersey,United States,10,2020-03-01
states,New Jersey,United States,-5,2020-03-02
states,New Jersey,United States,-12,2020-03-03
states,New Jersey,United States,-2,2020-03-04
states,New Jersey,United States,-4,2020-03-05
states,New Jersey,United States,-16,2020-03-06
states,New Jersey,United States,-6,2020-03-07
states,New Jersey,United States,10,2020-03-08
states,New Jersey,United States,12,2020-03-09
states,New Jersey,United States,-4,2020-03-10
states,New Jersey,United States,-14,2020-03-11
states,New Jersey,United States,-26,2020-03-12
states,New Jersey,United States,-40,2020-03-13
states,New Jersey,United States,-44,2020-03-14
states,New Jersey,United States,-56,2020-03-15
states,New Jersey,United States,-72,2020-03-16
states,New Jersey,United States,-100,2020-03-17
states,New Jersey,United States,-100,2020-03-18
states,New Jersey,United States,-100,2020-03-19
states,New Jersey,United States,-100,2020-03-20
states,New Jersey,United States,-100,2020-03-21
states,New Jersey,United States,-100,2020-03-22
states,New Jersey,United States,-100,2020-03-23
states,New Jersey,United States,-100,2020-03-24
states,New Jersey,United States,-100,2020-03-25
states,New Jersey,United States,-100,2020-03-26
states,New Jersey,United States,-100,2020-03-27
states,New Jersey,United States,-100,2020-03-28
states,New Jersey,United States,-100,2020-03-29
states,New Jersey,United States,-100,2020-03-30
states,New Mexico,United States,18,2020-02-18
states,New Mexico,United States,-3,2020-02-19
states,New Mexico,United States,5,2020-02-20
states,New Mexico,United States,8,2020-02-21
states,New Mexico,United States,-4,2020-02-22
states,New Mexico,United States,3,2020-02-23
states,New Mexico,United States,-3,2020-02-24
states,New Mexico,United States,-4,2020-02-25
states,New Mexico,United States,17,2020-02-26
states,New Mexico,United States,3,2020-02-27
states,New Mexico,United States,4,2020-02-28
states,New Mexico,United States,4,2020-02-29
states,New Mexico,United States,-2,2020-03-01
states,New Mexico,United States,-4,2020-03-02
states,New Mexico,United States,-7,2020-03-03
states,New Mexico,United States,-12,2020-03-04
states,New Mexico,United States,-19,2020-03-05
states,New Mexico,United States,-2,2020-03-06
states,New Mexico,United States,-10,2020-03-07
states,New Mexico,United States,-21,2020-03-08
states,New Mexico,United States,0,2020-03-09
states,New Mexico,United States,7,2020-03-10
states,New Mexico,United States,2,2020-03-11
states,New Mexico,United States,-10,2020-03-12
states,New Mexico,United States,-35,2020-03-13
states,New Mexico,United States,-40,2020-03-14
states,New Mexico,United States,-44,2020-03-15
states,New Mexico,United States,-47,2020-03-16
states,New Mexico,United States,-79,2020-03-17
states,New Mexico,United States,-89,2020-03-18
states,New Mexico,United States,-98,2020-03-19
states,New Mexico,United States,-100,2020-03-20
states,New Mexico,United States,-100,2020-03-21
states,New Mexico,United States,-100,2020-03-22
states,New Mexico,United States,-100,2020-03-23
states,New Mexico,United States,-100,2020-03-24
states,New Mexico,United States,-100,2020-03-25
states,New Mexico,United States,-100,2020-03-26
states,New Mexico,United States,-100,2020-03-27
states,New Mexico,United States,-100,2020-03-28
states,New Mexico,United States,-100,2020-03-29
states,New Mexico,United States,-100,2020-03-30
states,New South Wales,Australia,4,2020-02-18
states,New South Wales,Australia,-7,2020-02-19
states,New South Wales,Australia,-1,2020-02-20
states,New South Wales,Australia,5,2020-02-21
states,New South Wales,Australia,8,2020-02-22
states,New South Wales,Australia,-5,2020-02-23
states,New South Wales,Australia,4,2020-02-24
states,New South Wales,Australia,3,2020-02-25
states,New South Wales,Australia,-1,2020-02-26
states,New South Wales,Australia,-11,2020-02-27
states,New South Wales,Australia,4,2020-02-28
states,New South Wales,Australia,8,2020-02-29
states,New South Wales,Australia,5,2020-03-01
states,New South Wales,Australia,-31,2020-03-02
states,New South Wales,Australia,-11,2020-03-03
states,New South Wales,Australia,-16,2020-03-04
states,New South Wales,Australia,-9,2020-03-05
states,New South Wales,Australia,-2,2020-03-06
states,New South Wales,Australia,5,2020-03-07
states,New South Wales,Australia,0,2020-03-08
states,New South Wales,Australia,-16,2020-03-09
states,New South Wales,Australia,3,2020-03-10
states,New South Wales,Australia,-9,2020-03-11
states,New South Wales,Australia,-12,2020-03-12
states,New South Wales,Australia,-6,2020-03-13
states,New South Wales,Australia,-9,2020-03-14
states,New South Wales,Australia,0,2020-03-15
states,New South Wales,Australia,-32,2020-03-16
states,New South Wales,Australia,-57,2020-03-17
states,New South Wales,Australia,-62,2020-03-18
states,New South Wales,Australia,-52,2020-03-19
states,New South Wales,Australia,-59,2020-03-20
states,New South Wales,Australia,-53,2020-03-21
states,New South Wales,Australia,-63,2020-03-22
states,New South Wales,Australia,-100,2020-03-23
states,New South Wales,Australia,-100,2020-03-24
states,New South Wales,Australia,-100,2020-03-25
states,New South Wales,Australia,-100,2020-03-26
states,New South Wales,Australia,-100,2020-03-27
states,New South Wales,Australia,-100,2020-03-28
states,New South Wales,Australia,-100,2020-03-29
states,New South Wales,Australia,-100,2020-03-30
states,New York,United States,-1,2020-02-18
states,New York,United States,11,2020-02-19
states,New York,United States,1,2020-02-20
states,New York,United States,-4,2020-02-21
states,New York,United States,1,2020-02-22
states,New York,United States,13,2020-02-23
states,New York,United States,6,2020-02-24
states,New York,United States,1,2020-02-25
states,New York,United States,-1,2020-02-26
states,New York,United States,-5,2020-02-27
states,New York,United States,-2,2020-02-28
states,New York,United States,-1,2020-02-29
states,New York,United States,0,2020-03-01
states,New York,United States,-7,2020-03-02
states,New York,United States,-11,2020-03-03
states,New York,United States,-9,2020-03-04
states,New York,United States,-8,2020-03-05
states,New York,United States,-14,2020-03-06
states,New York,United States,-10,2020-03-07
states,New York,United States,-2,2020-03-08
states,New York,United States,-15,2020-03-09
states,New York,United States,-27,2020-03-10
states,New York,United States,-32,2020-03-11
states,New York,United States,-49,2020-03-12
states,New York,United States,-54,2020-03-13
states,New York,United States,-36,2020-03-14
states,New York,United States,-47,2020-03-15
states,New York,United States,-58,2020-03-16
states,New York,United States,-88,2020-03-17
states,New York,United States,-100,2020-03-18
states,New York,United States,-100,2020-03-19
states,New York,United States,-100,2020-03-20
states,New York,United States,-100,2020-03-21
states,New York,United States,-100,2020-03-22
states,New York,United States,-100,2020-03-23
states,New York,United States,-100,2020-03-24
states,New York,United States,-100,2020-03-25
states,New York,United States,-100,2020-03-26
states,New York,United States,-100,2020-03-27
states,New York,United States,-100,2020-03-28
states,New York,United States,-100,2020-03-29
states,New York,United States,-100,2020-03-30
states,North Carolina,United States,4,2020-02-18
states,North Carolina,United States,1,2020-02-19
states,North Carolina,United States,-30,2020-02-20
states,North Carolina,United States,-1,2020-02-21
states,North Carolina,United States,4,2020-02-22
states,North Carolina,United States,2,2020-02-23
states,North Carolina,United States,-9,2020-02-24
states,North Carolina,United States,1,2020-02-25
states,North Carolina,United States,5,2020-02-26
states,North Carolina,United States,-1,2020-02-27
states,North Carolina,United States,3,2020-02-28
states,North Carolina,United States,-3,2020-02-29
states,North Carolina,United States,2,2020-03-01
states,North Carolina,United States,-7,2020-03-02
states,North Carolina,United States,-9,2020-03-03
states,North Carolina,United States,-4,2020-03-04
states,North Carolina,United States,-7,2020-03-05
states,North Carolina,United States,-1,2020-03-06
states,North Carolina,United States,-2,2020-03-07
states,North Carolina,United States,-7,2020-03-08
states,North Carolina,United States,-4,2020-03-09
states,North Carolina,United States,-9,2020-03-10
states,North Carolina,United States,-14,2020-03-11
states,North Carolina,United States,-22,2020-03-12
states,North Carolina,United States,-28,2020-03-13
states,North Carolina,United States,-56,2020-03-14
states,North Carolina,United States,-63,2020-03-15
states,North Carolina,United States,-75,2020-03-16
states,North Carolina,United States,-93,2020-03-17
states,North Carolina,United States,-92,2020-03-18
states,North Carolina,United States,-100,2020-03-19
states,North Carolina,United States,-100,2020-03-20
states,North Carolina,United States,-100,2020-03-21
states,North Carolina,United States,-100,2020-03-22
states,North Carolina,United States,-100,2020-03-23
states,North Carolina,United States,-100,2020-03-24
states,North Carolina,United States,-100,2020-03-25
states,North Carolina,United States,-100,2020-03-26
states,North Carolina,United States,-100,2020-03-27
states,North Carolina,United States,-100,2020-03-28
states,North Carolina,United States,-100,2020-03-29
states,North Carolina,United States,-100,2020-03-30
states,Nuevo Leon,Mexico,-12,2020-02-18
states,Nuevo Leon,Mexico,-12,2020-02-19
states,Nuevo Leon,Mexico,-10,2020-02-20
states,Nuevo Leon,Mexico,4,2020-02-21
states,Nuevo Leon,Mexico,9,2020-02-22
states,Nuevo Leon,Mexico,10,2020-02-23
states,Nuevo Leon,Mexico,0,2020-02-24
states,Nuevo Leon,Mexico,-12,2020-02-25
states,Nuevo Leon,Mexico,-10,2020-02-26
states,Nuevo Leon,Mexico,1,2020-02-27
states,Nuevo Leon,Mexico,-3,2020-02-28
states,Nuevo Leon,Mexico,15,2020-02-29
states,Nuevo Leon,Mexico,7,2020-03-01
states,Nuevo Leon,Mexico,14,2020-03-02
states,Nuevo Leon,Mexico,8,2020-03-03
states,Nuevo Leon,Mexico,3,2020-03-04
states,Nuevo Leon,Mexico,0,2020-03-05
states,Nuevo Leon,Mexico,-2,2020-03-06
states,Nuevo Leon,Mexico,14,2020-03-07
states,Nuevo Leon,Mexico,-4,2020-03-08
states,Nuevo Leon,Mexico,-16,2020-03-09
states,Nuevo Leon,Mexico,-4,2020-03-10
states,Nuevo Leon,Mexico,-15,2020-03-11
states,Nuevo Leon,Mexico,-20,2020-03-12
states,Nuevo Leon,Mexico,-26,2020-03-13
states,Nuevo Leon,Mexico,-34,2020-03-14
states,Nuevo Leon,Mexico,-57,2020-03-15
states,Nuevo Leon,Mexico,-64,2020-03-16
states,Nuevo Leon,Mexico,-86,2020-03-17
states,Nuevo Leon,Mexico,-94,2020-03-18
states,Nuevo Leon,Mexico,-97,2020-03-19
states,Nuevo Leon,Mexico,-98,2020-03-20
states,Nuevo Leon,Mexico,-99,2020-03-21
states,Nuevo Leon,Mexico,-99,2020-03-22
states,Nuevo Leon,Mexico,-98,2020-03-23
states,Nuevo Leon,Mexico,-99,2020-03-24
states,Nuevo Leon,Mexico,-99,2020-03-25
states,Nuevo Leon,Mexico,-99,2020-03-26
states,Nuevo Leon,Mexico,-100,2020-03-27
states,Nuevo Leon,Mexico,-99,2020-03-28
states,Nuevo Leon,Mexico,-100,2020-03-29
states,Nuevo Leon,Mexico,-100,2020-03-30
states,Ohio,United States,-8,2020-02-18
states,Ohio,United States,1,2020-02-19
states,Ohio,United States,-5,2020-02-20
states,Ohio,United States,-7,2020-02-21
states,Ohio,United States,-7,2020-02-22
states,Ohio,United States,0,2020-02-23
